block_order,phase,slug,title,level,text,image_hint
82,conversation,block-082-frequ-ncia-e-h-bito-revisitando-often-use,"Frequência e Hábito (Revisitando: Often, Use)",2,I usually use my phone to work.,Pessoa enviando e-mails pelo celular no café
82,conversation,block-082-frequ-ncia-e-h-bito-revisitando-often-use,"Frequência e Hábito (Revisitando: Often, Use)",3,I often do this when I am home.,Pessoa relaxada no sofá com o telefone
83,conversation,block-083-o-verbo-de-parecer-revisitando-seem-good,"O Verbo de Parecer (Revisitando: Seem, Good)",1,It seems.,Alguém analisando algo de longe
83,conversation,block-083-o-verbo-de-parecer-revisitando-seem-good,"O Verbo de Parecer (Revisitando: Seem, Good)",2,It seems like a good idea.,Alguém olhando para um esboço de um projeto e sorrindo
83,conversation,block-083-o-verbo-de-parecer-revisitando-seem-good,"O Verbo de Parecer (Revisitando: Seem, Good)",3,"It seems good, but we need more time.",A pessoa apontando para um relógio de areia/ampulheta
84,conversation,block-084-a-o-conclu-da-revisitando-finish-already,"Ação Concluída (Revisitando: Finish, Already)",1,I already finished.,Alguém com os braços para cima em sinal de vitória
84,conversation,block-084-a-o-conclu-da-revisitando-finish-already,"Ação Concluída (Revisitando: Finish, Already)",2,I already finished my work.,Mesa limpa e computador desligado
84,conversation,block-084-a-o-conclu-da-revisitando-finish-already,"Ação Concluída (Revisitando: Finish, Already)",3,I can go home now because I already finished.,Pessoa pegando o casaco e saindo
85,conversation,block-085-possibilidade-e-escolha-revisitando-might-which,"Possibilidade e Escolha (Revisitando: Might, Which)",1,I might go.,Pessoa em dúvida entre duas portas
85,conversation,block-085-possibilidade-e-escolha-revisitando-might-which,"Possibilidade e Escolha (Revisitando: Might, Which)",2,I might go to the place you know.,Imagem do parque ou café usado em blocos anteriores
85,conversation,block-085-possibilidade-e-escolha-revisitando-might-which,"Possibilidade e Escolha (Revisitando: Might, Which)",3,I don't know which way is better.,Pessoa olhando para um mapa com dois caminhos coloridos
86,conversation,block-086-cuidado-e-aten-o-revisitando-look-careful,"Cuidado e Atenção (Revisitando: Look, Careful)",1,Be careful.,"Placa de ""piso molhado"" ou perigo"
86,conversation,block-086-cuidado-e-aten-o-revisitando-look-careful,"Cuidado e Atenção (Revisitando: Look, Careful)",2,Be careful with that thing.,Alguém segurando uma caixa de vidro frágil
86,conversation,block-086-cuidado-e-aten-o-revisitando-look-careful,"Cuidado e Atenção (Revisitando: Look, Careful)",3,You need to look where you go.,Pessoa caminhando e olhando para o chão
87,conversation,block-087-rela-es-humanas-revisitando-friend-tell,"Relações Humanas (Revisitando: Friend, Tell)",1,I will tell.,Alguém cochichando ou falando ao telefone
87,conversation,block-087-rela-es-humanas-revisitando-friend-tell,"Relações Humanas (Revisitando: Friend, Tell)",2,I will tell my friend.,Duas pessoas conversando em um banco
87,conversation,block-087-rela-es-humanas-revisitando-friend-tell,"Relações Humanas (Revisitando: Friend, Tell)",3,I will tell him everything I know.,Um balão de fala cheio de pequenos ícones/ideias
88,conversation,block-088-descoberta-de-solu-es-revisitando-find-way,"Descoberta de Soluções (Revisitando: Find, Way)",1,Find a way.,Alguém em um labirinto vendo a saída
88,conversation,block-088-descoberta-de-solu-es-revisitando-find-way,"Descoberta de Soluções (Revisitando: Find, Way)",2,Find a way to help them.,Pessoa entregando uma ferramenta ou recurso para um grupo
88,conversation,block-088-descoberta-de-solu-es-revisitando-find-way,"Descoberta de Soluções (Revisitando: Find, Way)",3,There is always a way if you try.,Uma luz brilhando no fim de um túnel
89,conversation,block-089-pensamento-abstrato-revisitando-think-life,"Pensamento Abstrato (Revisitando: Think, Life)",1,I think about.,Pessoa olhando para as estrelas ou para o mar
89,conversation,block-089-pensamento-abstrato-revisitando-think-life,"Pensamento Abstrato (Revisitando: Think, Life)",2,I think about my life.,Flashbacks de momentos felizes e de trabalho
89,conversation,block-089-pensamento-abstrato-revisitando-think-life,"Pensamento Abstrato (Revisitando: Think, Life)",3,I think about my life every day.,Calendário com a silhueta da pessoa pensando em cada dia
90,conversation,block-090-mudan-a-e-crescimento-revisitando-become-big,"Mudança e Crescimento (Revisitando: Become, Big)",1,It becomes.,Uma semente virando broto
90,conversation,block-090-mudan-a-e-crescimento-revisitando-become-big,"Mudança e Crescimento (Revisitando: Become, Big)",2,The problem becomes big.,Uma pequena rachadura virando um buraco grande
90,conversation,block-090-mudan-a-e-crescimento-revisitando-become-big,"Mudança e Crescimento (Revisitando: Become, Big)",3,It becomes big because we don't work on it.,Pessoa ignorando o problema enquanto ele cresce
91,fluency,block-091-estados-emocionais-revisitando-feel-happy-sad,"Estados Emocionais (Revisitando: Feel, Happy/Sad)",1,I feel.,Rosto neutro
91,fluency,block-091-estados-emocionais-revisitando-feel-happy-sad,"Estados Emocionais (Revisitando: Feel, Happy/Sad)",2,I feel happy today.,Rosto sorridente e sol brilhando
91,fluency,block-091-estados-emocionais-revisitando-feel-happy-sad,"Estados Emocionais (Revisitando: Feel, Happy/Sad)",3,I feel happy when I am with you.,Duas pessoas rindo juntas
92,fluency,block-092-espa-o-e-ordem-revisitando-place-next-to,"Espaço e Ordem (Revisitando: Place, Next to)",1,Put it next to.,Uma mão colocando uma cadeira ao lado de outra
92,fluency,block-092-espa-o-e-ordem-revisitando-place-next-to,"Espaço e Ordem (Revisitando: Place, Next to)",2,Put it next to the water.,Colocar um copo ao lado de uma jarra
92,fluency,block-092-espa-o-e-ordem-revisitando-place-next-to,"Espaço e Ordem (Revisitando: Place, Next to)",3,The place is near the table.,Foto de um restaurante mostrando a proximidade dos objetos
93,fluency,block-093-necessidade-de-mudan-a-revisitando-need-change,"Necessidade de Mudança (Revisitando: Need, Change)",1,I need to change.,Pessoa olhando para um guarda-roupa ou para um hábito antigo
93,fluency,block-093-necessidade-de-mudan-a-revisitando-need-change,"Necessidade de Mudança (Revisitando: Need, Change)",2,I need to change my way.,Pessoa mudando a direção em que está caminhando
93,fluency,block-093-necessidade-de-mudan-a-revisitando-need-change,"Necessidade de Mudança (Revisitando: Need, Change)",3,I need to change because this is bad.,Pessoa olhando para algo quebrado ou uma situação negativa
94,fluency,block-094-comunica-o-verbal-revisitando-speak-well,"Comunicação Verbal (Revisitando: Speak, Well)",1,You speak.,Pessoa em um palco ou conversando
94,fluency,block-094-comunica-o-verbal-revisitando-speak-well,"Comunicação Verbal (Revisitando: Speak, Well)",2,You speak well.,"Público aplaudindo ou pessoa com sinal de ""legal"""
94,fluency,block-094-comunica-o-verbal-revisitando-speak-well,"Comunicação Verbal (Revisitando: Speak, Well)",3,I understand you because you speak well.,Alguém ouvindo com atenção e balançando a cabeça
95,fluency,block-095-parte-e-pertencimento-revisitando-part-group,"Parte e Pertencimento (Revisitando: Part, Group)",1,I am a part.,Uma peça de quebra-cabeça encaixando
95,fluency,block-095-parte-e-pertencimento-revisitando-part-group,"Parte e Pertencimento (Revisitando: Part, Group)",2,I am a part of this group.,Foto de equipe ou grupo de amigos
95,fluency,block-095-parte-e-pertencimento-revisitando-part-group,"Parte e Pertencimento (Revisitando: Part, Group)",3,This group is important in my life.,Coração em volta da foto do grupo
96,fluency,block-096-mem-ria-e-esquecimento-revisitando-remember-forget,"Memória e Esquecimento (Revisitando: Remember, Forget)",1,Don't forget.,Nó no dedo ou alarme no celular
96,fluency,block-096-mem-ria-e-esquecimento-revisitando-remember-forget,"Memória e Esquecimento (Revisitando: Remember, Forget)",2,Don't forget the money.,Carteira em cima da mesa com um lembrete
96,fluency,block-096-mem-ria-e-esquecimento-revisitando-remember-forget,"Memória e Esquecimento (Revisitando: Remember, Forget)",3,I always remember it now.,Pessoa saindo de casa e pegando a carteira com confiança
97,fluency,block-097-inten-o-e-movimento-revisitando-want-bring,"Intenção e Movimento (Revisitando: Want, Bring)",1,I want to bring.,Alguém com uma sacola ou presente
97,fluency,block-097-inten-o-e-movimento-revisitando-want-bring,"Intenção e Movimento (Revisitando: Want, Bring)",2,I want to bring my friend here.,Pessoa apontando para o lugar onde está e pensando no amigo
97,fluency,block-097-inten-o-e-movimento-revisitando-want-bring,"Intenção e Movimento (Revisitando: Want, Bring)",3,He will like this place.,O amigo sorrindo na imaginação da pessoa
98,fluency,block-098-percep-o-auditiva-revisitando-hear-listen,"Percepção Auditiva (Revisitando: Hear, Listen)",1,Listen!,Pessoa com o dedo na boca pedindo silêncio
98,fluency,block-098-percep-o-auditiva-revisitando-hear-listen,"Percepção Auditiva (Revisitando: Hear, Listen)",2,Listen to the world.,Pessoa em meio à natureza ou cidade ouvindo os sons
98,fluency,block-098-percep-o-auditiva-revisitando-hear-listen,"Percepção Auditiva (Revisitando: Hear, Listen)",3,You can hear many things if you are still.,Pessoa imóvel e serena ouvindo passarinho ou vento
99,fluency,block-099-tempo-futuro-e-certeza-revisitando-will-happen,"Tempo Futuro e Certeza (Revisitando: Will, Happen)",1,It will happen.,Uma semente prestes a brotar ou um evento marcado
99,fluency,block-099-tempo-futuro-e-certeza-revisitando-will-happen,"Tempo Futuro e Certeza (Revisitando: Will, Happen)",2,It will happen soon.,Relógio marcando quase a hora
99,fluency,block-099-tempo-futuro-e-certeza-revisitando-will-happen,"Tempo Futuro e Certeza (Revisitando: Will, Happen)",3,We know it will happen today.,Alguém apontando para a data de hoje no calendário
100,fluency,block-100-conclus-o-do-primeiro-ciclo-revisitando-everything-done,"Conclusão do Primeiro Ciclo (Revisitando: Everything, Done)",1,Everything is.,Braços abertos englobando tudo ao redor
100,fluency,block-100-conclus-o-do-primeiro-ciclo-revisitando-everything-done,"Conclusão do Primeiro Ciclo (Revisitando: Everything, Done)",2,Everything is done.,"Lista de tarefas toda marcada com ""check"""
100,fluency,block-100-conclus-o-do-primeiro-ciclo-revisitando-everything-done,"Conclusão do Primeiro Ciclo (Revisitando: Everything, Done)",3,I feel good because everything is done.,Pessoa relaxando com os pés para cima
101,fluency,block-101-escolha-e-consequ-ncia-which-better,Escolha e Consequência (Which / Better),1,Which one?,Pessoa apontando para duas opções
101,fluency,block-101-escolha-e-consequ-ncia-which-better,Escolha e Consequência (Which / Better),2,Which way is better?,Bifurcação em uma estrada
101,fluency,block-101-escolha-e-consequ-ncia-which-better,Escolha e Consequência (Which / Better),3,I need to know which way is better to go.,Pessoa olhando para o GPS no celular
102,fluency,block-102-perspectiva-e-tempo-still-not-yet,Perspectiva e Tempo (Still / Not yet),1,Not yet.,"Um sinal de ""espere"" ou relógio batendo"
102,fluency,block-102-perspectiva-e-tempo-still-not-yet,Perspectiva e Tempo (Still / Not yet),2,I am not yet at home.,Pessoa ainda no ônibus ou carro
102,fluency,block-102-perspectiva-e-tempo-still-not-yet,Perspectiva e Tempo (Still / Not yet),3,"I am still at work, but I will leave soon.",Pessoa fechando o escritório tarde da noite
103,fluency,block-103-possibilidade-e-ajuda-might-give,Possibilidade e Ajuda (Might / Give),1,I might.,"Alguém com expressão de ""talvez"""
103,fluency,block-103-possibilidade-e-ajuda-might-give,Possibilidade e Ajuda (Might / Give),2,I might give you a call.,Pessoa segurando o telefone e pensando
103,fluency,block-103-possibilidade-e-ajuda-might-give,Possibilidade e Ajuda (Might / Give),3,I might give you a call if I have the time.,Agenda cheia com um espaço livre no fim do dia
104,fluency,block-104-diferencia-o-e-valor-different-money,Diferenciação e Valor (Different / Money),1,It is different.,Dois objetos distintos lado a lado
104,fluency,block-104-diferencia-o-e-valor-different-money,Diferenciação e Valor (Different / Money),2,This thing is different.,Comparação entre algo barato e algo de luxo
104,fluency,block-104-diferencia-o-e-valor-different-money,Diferenciação e Valor (Different / Money),3,It costs more money because it is different.,Etiqueta de preço alta em um objeto artesanal
105,fluency,block-105-inten-o-e-movimento-try-follow,Intenção e Movimento (Try / Follow),1,Follow me.,Alguém fazendo sinal para ser seguido
105,fluency,block-105-inten-o-e-movimento-try-follow,Intenção e Movimento (Try / Follow),2,Follow the way I show you.,Guia apontando para uma trilha
105,fluency,block-105-inten-o-e-movimento-try-follow,Intenção e Movimento (Try / Follow),3,You will find the place if you follow me.,Destino aparecendo ao fim do caminho
106,fluency,block-106-cogni-o-e-verdade-believe-real,Cognição e Verdade (Believe / Real),1,Is it real?,Alguém tocando algo para ver se existe
106,fluency,block-106-cogni-o-e-verdade-believe-real,Cognição e Verdade (Believe / Real),2,I believe it is real.,Olhar de admiração diante de algo incrível
106,fluency,block-106-cogni-o-e-verdade-believe-real,Cognição e Verdade (Believe / Real),3,I believe it because I can see it.,Alguém olhando bem de perto para o objeto
107,fluency,block-107-uso-de-ferramentas-use-find,Uso de Ferramentas (Use / Find),1,Use this.,Alguém entregando uma chave ou controle remoto
107,fluency,block-107-uso-de-ferramentas-use-find,Uso de Ferramentas (Use / Find),2,Use this to find the problem.,Lanterna iluminando um motor
107,fluency,block-107-uso-de-ferramentas-use-find,Uso de Ferramentas (Use / Find),3,It is the only way to help now.,Pessoa consertando o problema com sucesso
108,fluency,block-108-rela-o-de-espa-o-between-people,Relação de Espaço (Between / People),1,Between them.,Um objeto no meio de dois outros
108,fluency,block-108-rela-o-de-espa-o-between-people,Relação de Espaço (Between / People),2,Between these two people.,Uma criança entre os pais
108,fluency,block-108-rela-o-de-espa-o-between-people,Relação de Espaço (Between / People),3,There is a big love between them.,Um coração unindo as três pessoas
109,fluency,block-109-condi-o-e-frequ-ncia-always-if,Condição e Frequência (Always / If),1,Always do it.,Escovar os dentes ou algo rotineiro
109,fluency,block-109-condi-o-e-frequ-ncia-always-if,Condição e Frequência (Always / If),2,Always do it this way.,Manual de instruções aberto
109,fluency,block-109-condi-o-e-frequ-ncia-always-if,Condição e Frequência (Always / If),3,It will work if you always do it this way.,O resultado final perfeito
110,fluency,block-110-fim-e-in-cio-finish-start,Fim e Início (Finish / Start),1,Finish first.,"Número ""1"" em destaque antes do ""2"""
110,fluency,block-110-fim-e-in-cio-finish-start,Fim e Início (Finish / Start),2,Finish this part first.,Alguém terminando a base de uma construção
110,fluency,block-110-fim-e-in-cio-finish-start,Fim e Início (Finish / Start),3,Then you can start the new one.,Alguém pegando novos materiais para a próxima etapa
111,fluency,block-111-o-porqu-das-coisas-reason-why,"O ""Porquê"" das Coisas (Reason / Why)",1,The reason is.,Alguém explicando algo com as mãos
111,fluency,block-111-o-porqu-das-coisas-reason-why,"O ""Porquê"" das Coisas (Reason / Why)",2,This is the reason why.,Um quadro negro com uma seta ligando causa e efeito
111,fluency,block-111-o-porqu-das-coisas-reason-why,"O ""Porquê"" das Coisas (Reason / Why)",3,You are the reason why I am happy.,Pessoa sorrindo para um amigo
112,fluency,block-112-quantidade-abstrata-enough-everything,Quantidade Abstrata (Enough / Everything),1,Is it enough?,Alguém olhando para um prato ou tanque de combustível
112,fluency,block-112-quantidade-abstrata-enough-everything,Quantidade Abstrata (Enough / Everything),2,I have enough for everything.,Pessoa com mala pronta e carteira organizada
112,fluency,block-112-quantidade-abstrata-enough-everything,Quantidade Abstrata (Enough / Everything),3,I don't need more than this.,Pessoa fechando a mala com tranquilidade
113,fluency,block-113-o-verbo-de-parecer-look-like-same,O Verbo de Parecer (Look like / Same),1,It looks like.,Alguém comparando duas fotos
113,fluency,block-113-o-verbo-de-parecer-look-like-same,O Verbo de Parecer (Look like / Same),2,It looks like the same thing.,Duas chaves quase idênticas
113,fluency,block-113-o-verbo-de-parecer-look-like-same,O Verbo de Parecer (Look like / Same),3,But they are different if you look close.,Lupa mostrando detalhes diferentes
114,fluency,block-114-express-o-de-desejo-futuro-would-like-go,Expressão de Desejo Futuro (Would like / Go),1,I would like.,Alguém sonhando acordado com uma nuvem sobre a cabeça
114,fluency,block-114-express-o-de-desejo-futuro-would-like-go,Expressão de Desejo Futuro (Would like / Go),2,I would like to go there.,Foto de uma praia ou cidade famosa
114,fluency,block-114-express-o-de-desejo-futuro-would-like-go,Expressão de Desejo Futuro (Would like / Go),3,Maybe next year we can go.,Calendário do ano que vem com um círculo
115,fluency,block-115-comunica-o-e-sil-ncio-listen-word,Comunicação e Silêncio (Listen / Word),1,No words.,Pessoa com o dedo nos lábios
115,fluency,block-115-comunica-o-e-sil-ncio-listen-word,Comunicação e Silêncio (Listen / Word),2,I have no words to say.,Pessoa emocionada ou surpresa
115,fluency,block-115-comunica-o-e-sil-ncio-listen-word,Comunicação e Silêncio (Listen / Word),3,Just listen to my heart.,Mão no peito e expressão sincera
116,fluency,block-116-mudan-a-e-vida-change-life,Mudança e Vida (Change / Life),1,Change is good.,Planta crescendo ou lagarta virando borboleta
116,fluency,block-116-mudan-a-e-vida-change-life,Mudança e Vida (Change / Life),2,A big change in my life.,Mudança de casa ou novo emprego
116,fluency,block-116-mudan-a-e-vida-change-life,Mudança e Vida (Change / Life),3,Everything is new and I feel great.,Pessoa de braços abertos na frente de uma nova vista
117,fluency,block-117-localiza-o-e-dire-o-through-place,Localização e Direção (Through / Place),1,Go through.,Carro entrando em um túnel
117,fluency,block-117-localiza-o-e-dire-o-through-place,Localização e Direção (Through / Place),2,Go through the city.,Linha cruzando o mapa urbano
117,fluency,block-117-localiza-o-e-dire-o-through-place,Localização e Direção (Through / Place),3,It is the fast way to the park.,O parque aparecendo do outro lado da cidade
118,fluency,block-118-certeza-e-d-vida-sure-know,Certeza e Dúvida (Sure / Know),1,Are you sure?,Alguém perguntando com a sobrancelha levantada
118,fluency,block-118-certeza-e-d-vida-sure-know,Certeza e Dúvida (Sure / Know),2,I am sure about this.,Alguém assinando um documento com firmeza
118,fluency,block-118-certeza-e-d-vida-sure-know,Certeza e Dúvida (Sure / Know),3,I know this is the right thing to do.,"Sinal de ""positivo"" e olhar confiante"
119,fluency,block-119-necessidade-coletiva-need-each-other,Necessidade Coletiva (Need / Each other),1,We need.,Duas pessoas tentando carregar algo pesado
119,fluency,block-119-necessidade-coletiva-need-each-other,Necessidade Coletiva (Need / Each other),2,We need each other.,Duas pessoas se dando as mãos para subir um degrau
119,fluency,block-119-necessidade-coletiva-need-each-other,Necessidade Coletiva (Need / Each other),3,We are strong when we are together.,Punhos cerrados juntos em sinal de união
120,fluency,block-120-o-fechamento-do-ciclo-everything-done,O Fechamento do Ciclo (Everything / Done),1,It is done.,"Ponto final em um texto ou carimbo de ""concluído"""
120,fluency,block-120-o-fechamento-do-ciclo-everything-done,O Fechamento do Ciclo (Everything / Done),2,Everything we wanted is done.,A casa pronta ou o projeto finalizado
120,fluency,block-120-o-fechamento-do-ciclo-everything-done,O Fechamento do Ciclo (Everything / Done),3,Now we can start a new story.,Pessoa fechando um livro e pegando um novo em branco
